1,82,AAPL,2017-08-24,160.429993,160.740005,158.550003,159.270004,158.055084,19818900,0,0
1,83,AAPL,2017-08-25,159.649994,160.559998,159.270004,159.860001,158.640594,25480100,0,0
1,84,AAPL,2017-08-28,160.139999,162,159.929993,161.470001,160.238312,25966000,0,0
1,85,AAPL,2017-08-29,160.100006,163.119995,160,162.910004,161.667328,29516900,0,0
1,86,AAPL,2017-08-30,163.800003,163.889999,162.610001,163.350006,162.103973,27269600,0,0
1,87,AAPL,2017-08-31,163.639999,164.520004,163.479996,164,162.749008,26785100,0,0
1,88,AAPL,2017-09-01,164.800003,164.940002,163.630005,164.050003,162.798615,16591100,0,0
1,89,AAPL,2017-09-05,163.75,164.25,160.559998,162.080002,160.843658,29468500,0,0
1,90,AAPL,2017-09-06,162.710007,162.990005,160.520004,161.910004,160.674957,21651700,0,0
1,91,AAPL,2017-09-07,162.089996,162.240005,160.360001,161.259995,160.029892,21928500,0,0
1,92,AAPL,2017-09-08,160.860001,161.149994,158.529999,158.630005,157.419983,28611500,0,0
1,93,AAPL,2017-09-11,160.5,162.050003,159.889999,161.5,160.268082,31085900,0,0
1,94,AAPL,2017-09-12,162.610001,163.960007,158.770004,160.860001,159.63295,71714000,0,0
1,95,AAPL,2017-09-13,159.869995,159.960007,157.910004,159.649994,158.432175,44907400,-1,0
1,96,AAPL,2017-09-14,158.990005,159.399994,158.089996,158.279999,157.072632,23760700,0,0
